source_paper,source_id,source_text,group_id,group_label
pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,disclosure.A1,Lobbyists.,g_ext_002,Whether lobbyists are required to file a registration
pri_2010,disclosure.A2,Volunteer lobbyists.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A3,Principals who employ a lobbyist.,g_ext_039,Whether lobbyist employers/principals are required to register
pri_2010,disclosure.A4,Lobbying firms.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A5,Governor's office.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A6,Executive branch agencies.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A7,Legislative branch.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A8,Independent agencies.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A9,Local governments.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A10,Government agencies who lobby other agencies.,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.A11,"Public entities, other than government agencies.",g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
pri_2010,disclosure.B1,Is there an exemption for government agencies and/or public officials acting within their official capacity?,g_ext_040,Whether and how government agencies/officials are exempted from disclosure regulations
pri_2010,disclosure.B2,Are government agencies relieved and/or exempted (partially) from the regulations imposed on non-government organizations and individuals?,g_ext_040,Whether and how government agencies/officials are exempted from disclosure regulations
pri_2010,disclosure.B3,Are government agencies subject to the same disclosure requirements as lobbyists?,g_ext_040,Whether and how government agencies/officials are exempted from disclosure regulations
pri_2010,disclosure.B4,Are government agencies subject to the same disclosure requirements as principals?,g_ext_040,Whether and how government agencies/officials are exempted from disclosure regulations
pri_2010,disclosure.C0,"Does the law include a definition of ""public entity""?",g_ext_041,Statutory definition of 'public entity' for disclosure scope
pri_2010,disclosure.C1,Definition relies on Ownership.,g_ext_041,Statutory definition of 'public entity' for disclosure scope
pri_2010,disclosure.C2,Definition relies on Structure or composition of revenue.,g_ext_041,Statutory definition of 'public entity' for disclosure scope
pri_2010,disclosure.C3,Definition relies on Public charter or special government protection.,g_ext_041,Statutory definition of 'public entity' for disclosure scope
pri_2010,disclosure.D0,Does the law include a materiality test (ability to exempt) for coverage in disclosure regulations?,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
pri_2010,disclosure.E1a,Are principals required to disclose?,g_ext_013,Whether lobbyist employers/principals are required to file spending/disclosure reports
pri_2010,disclosure.E1b,Are principals required to disclose their address and phone number?,g_focal_018,"Contact details provided (eg, Address, telephone and/or website)"
pri_2010,disclosure.E1c,Are principals required to disclose the names of all the lobbyists representing them?,g_focal_025,Client list (for all consultant lobbyists and firms)
pri_2010,disclosure.E1d,Are principals required to disclose the address and phone number of contracted lobbyists?,g_focal_018,"Contact details provided (eg, Address, telephone and/or website)"
pri_2010,disclosure.E1e,Are principals required to disclose the nature of the business (public or private)?,g_focal_019,"Legal form (eg, public, private, not-for-profit, NGO, government)"
pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_focal_034,Total lobbying expenditure (both in-house and consulting)
pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_focal_034,Total lobbying expenditure (both in-house and consulting)
pri_2010,disclosure.E1f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_focal_038,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made"
pri_2010,disclosure.E1f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_ext_009,Whether individual expenditures must be itemized rather than reported in aggregate
pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,g_focal_048,Topics/issues discussed
pri_2010,disclosure.E1g_ii,Are principals required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_focal_050,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc"
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E1i,Are principals required to disclose contacts?,g_ext_042,Whether disclosure of lobbying contacts/meetings is required at all
pri_2010,disclosure.E1j,Are principals required to disclose major financial contributors?,g_focal_031,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received"
pri_2010,disclosure.E2a,Are lobbyists required to disclose?,g_ext_007,Whether lobbyists are required to file ongoing disclosure/spending reports
pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,g_focal_018,"Contact details provided (eg, Address, telephone and/or website)"
pri_2010,disclosure.E2c,Are lobbyists required to disclose the names of all the principals represented?,g_focal_025,Client list (for all consultant lobbyists and firms)
pri_2010,disclosure.E2d,Are lobbyists required to disclose the address and phone number of the principals represented?,g_focal_018,"Contact details provided (eg, Address, telephone and/or website)"
pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,g_focal_019,"Legal form (eg, public, private, not-for-profit, NGO, government)"
pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_focal_034,Total lobbying expenditure (both in-house and consulting)
pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_focal_034,Total lobbying expenditure (both in-house and consulting)
pri_2010,disclosure.E2f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_focal_038,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made"
pri_2010,disclosure.E2f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_ext_009,Whether individual expenditures must be itemized rather than reported in aggregate
pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,g_focal_048,Topics/issues discussed
pri_2010,disclosure.E2g_ii,Are lobbyists required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_focal_050,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc"
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
pri_2010,disclosure.E2i,Are lobbyists required to disclose contacts?,g_ext_042,Whether disclosure of lobbying contacts/meetings is required at all
