source_paper,source_id,source_text,group_id,group_label
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),g_145,Total lobbying income for consultant lobbyists/lobby firms
FOCAL,financials.4,Number of lobbyists employed/contracted (total and full-time equivalent),g_146,Number of lobbyists employed/contracted (headcount and FTE)
FOCAL,financials.5,Amount of time spent on lobbying,g_147,Amount of time spent on lobbying
FOCAL,financials.7,Compensated/uncompensated lobbying activities,g_148,Compensated vs uncompensated lobbying activities flagged separately
FOCAL,financials.8,Expenditure per issue,g_149,Lobbying expenditure broken down per issue
FOCAL,financials.9,"Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)",g_150,"Expenditure on membership/sponsorship of organisations that lobby (e.g., trade associations)"
FOCAL,contact_log.1,Organisation/interest(s) represented (beneficiary),g_151,Contact log: organisation/interest represented (beneficiary)
FOCAL,contact_log.2,Names of persons contacted and their position/role,g_152,Contact log: names and roles of persons contacted
FOCAL,contact_log.3,Institution/department contacted,g_153,Contact log: institution/department contacted
FOCAL,contact_log.4,"If a meeting, names of all attendees",g_154,Contact log: names of all attendees at meeting
FOCAL,contact_log.5,Date,g_155,Contact log: date of contact
FOCAL,contact_log.6,"Form (eg, in person meeting, video conference, phone call)",g_156,"Contact log: form of contact (in-person, video, phone)"
FOCAL,contact_log.7,Location,g_157,Contact log: location of contact
FOCAL,contact_log.8,"Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)",g_158,Contact log: materials shared (before/during/after meeting)
FOCAL,contact_log.9,Topics/issues discussed,g_159,Contact log: topics/issues discussed
FOCAL,relationships.2,Names of all sponsors or members (for associations and representative groups),g_160,Names of all sponsors/members for associations and representative groups
FOCAL,relationships.3,"List of board seats held (eg, in associations, companies)",g_161,List of board seats held by lobbyists in associations or companies
Opheim,disclosure.other_influence_peddling_or_conflict_of_interest,other activities that might constitute influence peddling or conflict of interest,g_162,Disclosure of other influence-peddling or conflict-of-interest activities
HiredGuns,Q39,Does the state have statutory auditing authority?,g_163,Oversight agency has statutory auditing authority
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,g_164,Oversight agency conducts mandatory reviews/audits of filings
Opheim,enforce.thoroughness_of_reviews,thoroughness of reviews of lobby reports by oversight agency,g_164,Oversight agency conducts mandatory reviews/audits of filings
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,g_165,Statutory penalty for late filing of registration form
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,g_166,Statutory penalty for late filing of spending report
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,g_167,Date a penalty for late spending-report filing was last levied
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,g_168,Statutory penalty for incomplete registration form
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,g_169,Statutory penalty for incomplete spending report
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,g_170,Date a penalty for incomplete spending-report was last levied
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,g_171,Public list of delinquent filers (web or print)
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,g_172,Oversight agency may subpoena witnesses
Opheim,enforce.subpoena_records,subpoena records,g_173,Oversight agency may subpoena records
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,g_174,Oversight agency may conduct administrative hearings
Opheim,enforce.impose_administrative_fines,impose administrative fines,g_175,Oversight agency may impose administrative fines
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,g_176,Oversight agency may impose administrative penalties (non-monetary)
Opheim,enforce.file_independent_court_actions,file independent court actions,g_177,Oversight agency may file independent court actions
Sunlight,expenditure_transparency,Expenditure Transparency,g_178,Expenditure transparency (overall composite of expenditure disclosure)
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,g_179,Expenditure reporting thresholds (rules for when expenditures must be itemized/reported)
CPI_2015,C11,Lobbying disclosure,g_180,Overall lobbying disclosure quality (composite indicator)
