source_paper,source_id,source_text,group_id,group_label
pri_2010,disclosure.E1f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_174,Principal disclosure: itemized format (vs aggregated/lump-sum)
pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,g_175,Principal disclosure: general issues lobbied
pri_2010,disclosure.E1g_ii,Are principals required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_176,Principal disclosure: specific bill number / legislation ID
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,g_177,Principal disclosure frequency option: monthly
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,g_178,Principal disclosure frequency option: quarterly
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_179,Principal disclosure frequency option: tri-annually (legislative-calendar linked)
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,g_180,Principal disclosure frequency option: semi-annually
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,g_181,Principal disclosure frequency option: annually
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,g_182,Principal disclosure frequency option: other (free-text)
pri_2010,disclosure.E1i,Are principals required to disclose contacts?,g_183,Principal disclosure: contacts (meetings/communications with officials)
pri_2010,disclosure.E1j,Are principals required to disclose major financial contributors?,g_184,Principal disclosure: major financial contributors
pri_2010,disclosure.E2a,Are lobbyists required to disclose?,g_185,Lobbyists required to file disclosure
pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,g_186,Lobbyist disclosure: address and phone number
pri_2010,disclosure.E2d,Are lobbyists required to disclose the address and phone number of the principals represented?,g_187,Lobbyist disclosure: address and phone of principals represented
pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,g_188,Lobbyist disclosure: nature of principal's business (public or private)
pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_189,Lobbyist disclosure: direct lobbying costs (compensation)
pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_190,Lobbyist disclosure: indirect lobbying costs (non-compensation)
pri_2010,disclosure.E2f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_191,"Lobbyist disclosure: other costs (gifts, entertainment, transportation, lodging)"
pri_2010,disclosure.E2f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_192,Lobbyist disclosure: itemized format (vs aggregated/lump-sum)
pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,g_193,Lobbyist disclosure: general issues lobbied
pri_2010,disclosure.E2g_ii,Are lobbyists required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_194,Lobbyist disclosure: specific bill number / legislation ID
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,g_195,Lobbyist disclosure frequency option: monthly
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,g_196,Lobbyist disclosure frequency option: quarterly
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_197,Lobbyist disclosure frequency option: tri-annually (legislative-calendar linked)
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,g_198,Lobbyist disclosure frequency option: semi-annually
pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,g_199,Lobbyist disclosure frequency option: annually
pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,g_200,Lobbyist disclosure frequency option: other (free-text)
pri_2010,disclosure.E2i,Are lobbyists required to disclose contacts?,g_201,Lobbyist disclosure: contacts (meetings/communications with officials)
