source_paper,source_id,source_text,group_id,group_label
pri_2010,disclosure.C1,Definition relies on Ownership.,g_137,Definition of public entity relies on ownership
pri_2010,disclosure.C2,Definition relies on Structure or composition of revenue.,g_138,Definition of public entity relies on revenue structure/composition
pri_2010,disclosure.C3,Definition relies on Public charter or special government protection.,g_139,Definition of public entity relies on public charter or government protection
pri_2010,disclosure.E1a,Are principals required to disclose?,g_140,Principals required to file disclosure
pri_2010,disclosure.E2a,Are lobbyists required to disclose?,g_141,Lobbyists required to file disclosure
pri_2010,disclosure.E1c,Are principals required to disclose the names of all the lobbyists representing them?,g_142,Principals required to disclose names of all their lobbyists
pri_2010,disclosure.E1d,Are principals required to disclose the address and phone number of contracted lobbyists?,g_142,Principals required to disclose names of all their lobbyists
pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_143,Direct lobbying costs (compensation) reported on disclosures
pri_2010,disclosure.E2f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_143,Direct lobbying costs (compensation) reported on disclosures
pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_144,Indirect lobbying costs (non-compensation) reported on disclosures
pri_2010,disclosure.E2f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_144,Indirect lobbying costs (non-compensation) reported on disclosures
pri_2010,disclosure.E1f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_145,"Other costs (gifts, entertainment, transportation, lodging) reported on disclosures"
pri_2010,disclosure.E2f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_145,"Other costs (gifts, entertainment, transportation, lodging) reported on disclosures"
pri_2010,disclosure.E1f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_146,Spending reported in itemized format (rather than aggregate)
pri_2010,disclosure.E2f_iv,Is the information disclosed in an itemized format (as opposed to an aggregated or lump-sum amount)?,g_146,Spending reported in itemized format (rather than aggregate)
pri_2010,disclosure.E1g_ii,Are principals required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_147,Specific bill number / legislation ID disclosed for lobbying activity
pri_2010,disclosure.E2g_ii,Are lobbyists required to disclose information on the issue lobbied by the specific bill number or legislation ID?,g_147,Specific bill number / legislation ID disclosed for lobbying activity
pri_2010,disclosure.E1h_i,Reporting frequency option: Monthly.,g_148,Reporting frequency option: monthly
pri_2010,disclosure.E2h_i,Reporting frequency option: Monthly.,g_148,Reporting frequency option: monthly
pri_2010,disclosure.E1h_ii,Reporting frequency option: Quarterly.,g_149,Reporting frequency option: quarterly
pri_2010,disclosure.E2h_ii,Reporting frequency option: Quarterly.,g_149,Reporting frequency option: quarterly
pri_2010,disclosure.E1h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_150,Reporting frequency option: tri-annually (legislative-calendar-linked)
pri_2010,disclosure.E2h_iii,Reporting frequency option: Tri-annually (linked with legislative calendar).,g_150,Reporting frequency option: tri-annually (legislative-calendar-linked)
pri_2010,disclosure.E1h_iv,Reporting frequency option: Semi-annually.,g_151,Reporting frequency option: semi-annually
pri_2010,disclosure.E2h_iv,Reporting frequency option: Semi-annually.,g_151,Reporting frequency option: semi-annually
pri_2010,disclosure.E1h_v,Reporting frequency option: Annually.,g_152,Reporting frequency option: annually
pri_2010,disclosure.E2h_v,Reporting frequency option: Annually.,g_152,Reporting frequency option: annually
pri_2010,disclosure.E1h_vi,Reporting frequency option: Other (free-text).,g_153,Reporting frequency option: other (free-text)
pri_2010,disclosure.E2h_vi,Reporting frequency option: Other (free-text).,g_153,Reporting frequency option: other (free-text)
