paper,indicator_id,indicator_text,section
FOCAL,timeliness.3,Ministerial diaries are disclosed monthly (or more frequently),Timeliness: The frequency of lobbying disclosures
FOCAL,openness.1,Lobbyist register is online,Openness: How easy it is to find and use information in the register
FOCAL,openness.2,"Diaries available online (eg, lobbyists, ministers, ministerial staff)",Openness: How easy it is to find and use information in the register
FOCAL,openness.3,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable",Openness: How easy it is to find and use information in the register
FOCAL,openness.4,"Downloadable (eg, as files, database)",Openness: How easy it is to find and use information in the register
FOCAL,openness.5,"Searchable, simultaneous sorting with multiple criteria",Openness: How easy it is to find and use information in the register
FOCAL,openness.6,"Unique identifiers (eg, for lobbyists, individuals, organisations)",Openness: How easy it is to find and use information in the register
FOCAL,openness.7,"Linked or interconnected data (to other datasets, eg, campaign financing)",Openness: How easy it is to find and use information in the register
FOCAL,openness.8,Historical data in lobbyist register is archived and published; downloadable,Openness: How easy it is to find and use information in the register
FOCAL,openness.9,Changes or updates documented with a flagging system,Openness: How easy it is to find and use information in the register
FOCAL,descriptors.1,"Full names of lobbyists/organisations, (not abbreviations or ambiguous names)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying
FOCAL,descriptors.4,Company registration number,Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying
FOCAL,descriptors.5,"Sector (eg, transport, energy), sub sector",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying
FOCAL,descriptors.6,"Type of lobbyist contract (eg, salaried staff, contracted)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying
FOCAL,revolving_door.1,"List of all prior public offices that lobbyists have held, dates when left office",Revolving door: The movement between public and private sector employment
FOCAL,revolving_door.2,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)",Revolving door: The movement between public and private sector employment
FOCAL,relationships.1,Client list (for all consultant lobbyists and firms),Relationships: The connections between the different actors involved in or benefiting from lobbying
FOCAL,relationships.2,Names of all sponsors or members (for associations and representative groups),Relationships: The connections between the different actors involved in or benefiting from lobbying
FOCAL,relationships.3,"List of board seats held (eg, in associations, companies)",Relationships: The connections between the different actors involved in or benefiting from lobbying
FOCAL,relationships.4,"Direct business associations with public officials, candidates or members of their households",Relationships: The connections between the different actors involved in or benefiting from lobbying
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.2,Lobbying income per client,Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.3,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received",Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.4,Number of lobbyists employed/contracted (total and full-time equivalent),Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.5,Amount of time spent on lobbying,Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.6,Total lobbying expenditure (both in-house and consulting),Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.7,Compensated/uncompensated lobbying activities,Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.8,Expenditure per issue,Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.9,"Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)",Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.10,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made",Financials: The flow of money spent and earned through lobbying activities
FOCAL,financials.11,"Campaign/political contributions, including in-kind",Financials: The flow of money spent and earned through lobbying activities
FOCAL,contact_log.1,Organisation/interest(s) represented (beneficiary),Contact log: The activities of lobbyists
FOCAL,contact_log.2,Names of persons contacted and their position/role,Contact log: The activities of lobbyists
FOCAL,contact_log.3,Institution/department contacted,Contact log: The activities of lobbyists
FOCAL,contact_log.4,"If a meeting, names of all attendees",Contact log: The activities of lobbyists
FOCAL,contact_log.5,Date,Contact log: The activities of lobbyists
FOCAL,contact_log.6,"Form (eg, in person meeting, video conference, phone call)",Contact log: The activities of lobbyists
FOCAL,contact_log.7,Location,Contact log: The activities of lobbyists
FOCAL,contact_log.8,"Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)",Contact log: The activities of lobbyists
FOCAL,contact_log.9,Topics/issues discussed,Contact log: The activities of lobbyists
FOCAL,contact_log.10,"Outcomes sought (eg, legislation/policies supported/opposed)",Contact log: The activities of lobbyists
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",Contact log: The activities of lobbyists
GDB,G.LOBBYING.REGISTER,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on lobbying activities?",Governance pillar / Political Integrity module — primary indicator
GDB,A.LOBBYING.DATA,To what extent is lobby register information available as open data?,Availability pillar / Political Integrity module — primary indicator
GDB,C.POLINT.INTEROPERABILITY,"To what extent is political integrity data interoperable across different political integrity datasets, as well as other datasets associated with relevant information flows?","Capability pillar / Political Integrity module — primary indicator (cross-cuts lobbying, political finance, asset declarations, public consultation, RTI)"
HiredGuns,Q1,"In addition to legislative lobbyists, does the deﬁnition recognize executive branch lobbyists?",Deﬁnition of Lobbyist
HiredGuns,Q2,"How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the deﬁnition?",Deﬁnition of Lobbyist
HiredGuns,Q3,Is a lobbyist required to ﬁle a registration form?,Individual Registration
HiredGuns,Q4,How many days can lobbying take place before registration is required?,Individual Registration
HiredGuns,Q5,Is subject matter or bill number to be addressed by a lobbyist required on registration forms?,Individual Registration
HiredGuns,Q6,How often is registration by a lobbyist required?,Individual Registration
HiredGuns,Q7,Within how many days must a lobbyist notify the oversight agency of changes in registration?,Individual Registration
HiredGuns,Q8,Is a lobbyist required to submit a photograph with registration?,Individual Registration
HiredGuns,Q9,Is a lobbyist required to identify by name each employer on the registration form?,Individual Registration
HiredGuns,Q10,"Is a lobbyist required to include on the registration form any additional information about the type of lobbying work he or she does (i.e., compensated or non-compensated/contract or salaried)?",Individual Registration
HiredGuns,Q11,Is a lobbyist required to ﬁle a spending report?,Individual Spending Disclosure
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,Individual Spending Disclosure
HiredGuns,Q13,Is compensation/salary required to be reported by a lobbyist on spending reports?,Individual Spending Disclosure
HiredGuns,Q14,"Are summaries (totals) of spending classiﬁed by category types (i.e., gifts, entertainment, postage, etc.)?",Individual Spending Disclosure
HiredGuns,Q15,What spending must be itemized?,Individual Spending Disclosure
HiredGuns,Q16,Is the lobbyist employer/principal on whose behalf the itemized expenditure was made required to be identiﬁed?,Individual Spending Disclosure
HiredGuns,Q17,Is the recipient of the itemized expenditure required to be identiﬁed?,Individual Spending Disclosure
HiredGuns,Q18,Is the date of the itemized expenditure required to be reported?,Individual Spending Disclosure
HiredGuns,Q19,Is a description of the itemized expenditure required to be reported?,Individual Spending Disclosure
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,Individual Spending Disclosure
HiredGuns,Q21,Is spending on household members of public ofﬁcials by a lobbyist required to be reported?,Individual Spending Disclosure
HiredGuns,Q22,"Is a lobbyist required to disclose direct business associations with public ofﬁcials, candidates or members of their households?",Individual Spending Disclosure
HiredGuns,Q23,What is the statutory provision for a lobbyist giving and reporting gifts?,Individual Spending Disclosure
HiredGuns,Q25,Is a lobbyist who has done no spending during a ﬁling period required to make a report of no activity?,Individual Spending Disclosure
HiredGuns,Q26,Is an employer or principal of a lobbyist required to ﬁle a spending report?,Employer Spending Disclosure
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,Employer Spending Disclosure
HiredGuns,Q28,Does the oversight agency provide lobbyists/employers with online registration?,Electronic Filing
HiredGuns,Q29,Does the oversight agency provide lobbyists/employers with online spending reporting?,Electronic Filing
HiredGuns,Q30,Does the oversight agency provide training about how to ﬁle registrations/spending reports electronically?,Electronic Filing
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,Public Access
HiredGuns,Q32,Location/format of spending reports,Public Access
HiredGuns,Q33,Cost of copies,Public Access
HiredGuns,Q34,Are sample registration forms/spending reports available the Web?,Public Access
HiredGuns,Q35,Does the state agency provide an overall lobbying spending total by year?,Public Access
HiredGuns,Q36,Does the state agency provide an overall lobbying spending total by spending-report deadlines?,Public Access
HiredGuns,Q37,Does the state agency provide an overall lobbying spending total by industries lobbyists represent?,Public Access
HiredGuns,Q38,How often are lobby lists updated?,Public Access
HiredGuns,Q39,Does the state have statutory auditing authority?,Enforcement
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,Enforcement
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,Enforcement
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,Enforcement
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,Enforcement
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,Enforcement
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,Enforcement
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,Enforcement
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,Enforcement
HiredGuns,Q48,"Is there a ""cooling off"" period required before legislators can register as lobbyists?",Revolving Door Provision
IBAC,rec3.a,"Legislation increases the transparency and accountability of lobbying activities in a way that includes, but is not limited to, the issues set out in (b)–(i)",Recommendation 3 preamble / general transparency
IBAC,rec3.b.i,"Define 'lobbying activity' in legislation in a way that captures any contact with government representatives (with reference to the Scottish approach) made in relation to government or parliamentary functions, and decision-making at the local government level","Definitions of lobbying activity, lobbyist, and government representative"
IBAC,rec3.b.ii,"Define 'lobbyist' in legislation in a way that focuses on the activity being undertaken, not persons in the business of lobbying","Definitions of lobbying activity, lobbyist, and government representative"
IBAC,rec3.b.iii,"Define 'government representative' in legislation to encompass all public officers who may be subject to lobbying activity, including members of parliament, electorate officers, councillors and council officers","Definitions of lobbying activity, lobbyist, and government representative"
IBAC,rec3.c.i.1,"When an MP initiates a meeting with a minister or their adviser, the MP must disclose to the responsible minister's office whether the MP has a private interest in the matter (with 'private interest' defined to include donations or other benefits provided by a person or entity who asked the MP to make representations)",Disclosure obligations for MP-initiated meetings with ministers
IBAC,rec3.c.i.2,"When an MP initiates a meeting with a minister or their adviser and has a private interest, the MP must disclose to the responsible minister's office the nature of that interest",Disclosure obligations for MP-initiated meetings with ministers
IBAC,rec3.c.i.3,"When an MP initiates a meeting with a minister or their adviser, the MP must disclose to the responsible minister's office the names of any persons or entities who have made representations to the MP requesting that they lobby the minister or their adviser (regardless of whether the MP has a private interest)",Disclosure obligations for MP-initiated meetings with ministers
IBAC,rec3.c.ii,"MPs initiating such meetings must maintain records of those disclosures in a form that is auditable and can be made available to appropriate entities, including the lobbying regulator",Disclosure obligations for MP-initiated meetings with ministers
IBAC,rec3.d.i,"Lobbyists must document the name and role of the government representative who has been lobbied, published via an easily accessible and searchable register",Lobbyist documentation of contacts (publicly searchable register)
IBAC,rec3.d.ii,"Lobbyists must document the subject of the lobbying and its purpose, published via an easily accessible and searchable register",Lobbyist documentation of contacts (publicly searchable register)
IBAC,rec3.d.iii,"Lobbyists must document the intended outcome of the lobbying communication, published via an easily accessible and searchable register",Lobbyist documentation of contacts (publicly searchable register)
IBAC,rec3.e.i,Mandate monthly publication of extracts or summaries of ministerial diaries and ministerial staff diaries capturing the date of the meeting or event,Ministerial-diary and ministerial-staff-diary publication
IBAC,rec3.e.ii,Mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing who attended,Ministerial-diary and ministerial-staff-diary publication
IBAC,rec3.e.iii,Mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing what interests they represented,Ministerial-diary and ministerial-staff-diary publication
IBAC,rec3.e.iv,Mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing the issues that were discussed at the meeting or event,Ministerial-diary and ministerial-staff-diary publication
IBAC,rec3.f.i,"Require creation and maintenance of records relating to requests to meet, any associated approvals, and formal meetings between a minister or their staff and any person lobbying them (with reference to Queensland, Scotland and Ireland)",Lobbyist–minister and lobbyist–ministerial-staff interactions
IBAC,rec3.f.ii,"Require inclusion in ministerial diaries and ministerial staff diaries of details of contacts with people undertaking lobbying activity, to support the monitoring and compliance activities of the lobbying regulator (with reference to NSW and Queensland)",Lobbyist–minister and lobbyist–ministerial-staff interactions
IBAC,rec3.f.iii,Require publication of a uniform Ministerial Staff Code of Conduct under legislation that obliges ministerial staff to comply with lobbying regulations,Lobbyist–minister and lobbyist–ministerial-staff interactions
IBAC,rec3.f.iv,Require training for ministerial advisers to raise awareness of risks associated with lobbyists,Lobbyist–minister and lobbyist–ministerial-staff interactions
IBAC,rec3.g.i,Require electorate officers to maintain records (with prescribed details) of contact with those undertaking lobbying activity; records must be auditable to support the monitoring and compliance activities of the lobbying regulator,Lobbyist–electorate-officer interactions
IBAC,rec3.g.ii,Require the Electorate Officers Code of Conduct to specify that electorate officers must comply with lobbying regulations,Lobbyist–electorate-officer interactions
IBAC,rec3.g.iii,Require training for electorate officers to raise awareness of risks associated with lobbyists,Lobbyist–electorate-officer interactions
IBAC,rec3.h,Prohibit success fees being given or promised to lobbyists in return for a certain outcome of any lobbying activity,Prohibition on success fees
IBAC,rec3.i,"Ensure that a lobbyist cannot lobby an elected official whose election they have supported directly or indirectly, for example through donations or in-kind support to a campaign",Cooling-off / separation between political support and lobbying
McKayWozniak,thesis.aspect_1.regulatory_weakness,Lobbying regulation in the UK is among the very weakest of countries that have developed lobbying disclosure laws.,Five-aspect thesis (Introduction)
McKayWozniak,thesis.aspect_2.register_meetings_mismatch,The set of lobby clients listed in the register is significantly different from the set of groups with whom ministerial offices report having met.,Five-aspect thesis (Introduction)
McKayWozniak,thesis.aspect_3.collation_burden,Collating information about ministerial meetings is too burdensome for any layperson to do.,Five-aspect thesis (Introduction)
McKayWozniak,thesis.aspect_4.legislative_debate_warned,The debate surrounding lobbying transparency as the law was being written made clear that the proposal was not robust enough.,Five-aspect thesis (Introduction)
McKayWozniak,thesis.aspect_5.skewed_access,"Lobbying clients meet more frequently with Government ministers than unregistered groups, and a small number of lobby clients dominate over the others.",Five-aspect thesis (Introduction)
McKayWozniak,usability.accuracy,"Accuracy (preciseness, factuality) of disclosed transparency data — does the disclosure offer policy-specific information rather than vague filler labels, and are organizational affiliations identified?",Usability of ministerial-meetings data (criteria 1 of 7)
McKayWozniak,usability.accessibility,"Accessibility of disclosed transparency data — is online access public and open, with no registration required, and are files downloadable?",Usability of ministerial-meetings data (criteria 2 of 7)
McKayWozniak,usability.completeness,"Completeness of disclosed transparency data — are all required reports filed, and do the data cover all relevant levels of officials and all departments?",Usability of ministerial-meetings data (criteria 3 of 7)
McKayWozniak,usability.understandability,"Understandability of disclosed transparency data — are reports written in non-technical language, avoiding uncommon acronyms?",Usability of ministerial-meetings data (criteria 4 of 7)
McKayWozniak,usability.timeliness,Timeliness of disclosed transparency data — are quarterly reports uploaded promptly after the close of the relevant quarter?,Usability of ministerial-meetings data (criteria 5 of 7)
McKayWozniak,usability.free_or_low_cost,"Free or low cost of access to disclosed transparency data — apart from acquisition costs and internet access fees, is the information free?",Usability of ministerial-meetings data (criteria 6 of 7)
McKayWozniak,usability.searchability,"Searchability of disclosed transparency data — does a complete, dedicated searchable database exist that supports comprehensive, comparative, and targeted queries?",Usability of ministerial-meetings data (criteria 7 of 7)
McKayWozniak,cpi.correction.threshold_for_registration,"Re-coding of CPI's ""minimum threshold for money spent"" item — UK lobby firms need not register if they do not have a VAT number (annual revenue ≥ £85,000); CPI gives 0 points if the threshold is higher than $500.",Re-application of CPI Hired Guns rubric to UK
McKayWozniak,cpi.correction.individual_lobbyists,"Re-coding of CPI's ""individual lobbyists must register"" item — only consultant lobbying firms must register, not the individuals who work for them, nor in-house lobbyists; CPI gives 0 points if individual lobbyists are not required to register.",Re-application of CPI Hired Guns rubric to UK
McKayWozniak,conclusion.critique_1.register_misses_majority,"The 5-year-old lobby register misses the majority of lobbying that occurs in London, especially lobbying by those firms and campaigning organizations that lobby on their own behalf; names, targets, and expenditures of lobbyists are not reported, no subject matter being discussed, and no limitations on gift-giving or revolving-door employment.",Four conclusion-level critiques
McKayWozniak,conclusion.critique_2.meetings_data_unusable,"The Government's published data about ministers' meetings with outside groups, touted as transparency, are almost totally unusable as provided; applying Piotrowski & Liao (2012) plus Holman & Luneburg (2012)'s searchability criterion, the usability of meetings data is low.",Four conclusion-level critiques
McKayWozniak,conclusion.critique_3.little_overlap_between_data_sets,Very little overlap between lobby register and ministerial meetings data — lobby register contains <4% of organizations known to have met with government ministries; meetings data contain no records for as many as 70% of clients known to have contracted with professional lobbying firms.,Four conclusion-level critiques
McKayWozniak,conclusion.critique_4.skewed_distribution,Tremendous skew in the distribution of ministers' meetings — majority of meetings held with just 10% of groups; more than a quarter of meetings with just 1% of groups.,Four conclusion-level critiques
Newmark2005,def_legislative_lobbying,legislative lobbying,definitions
Newmark2005,def_administrative_agency_lobbying,administrative agency lobbying,definitions
Newmark2005,def_elected_officials_as_lobbyists,elected officials as lobbyists,definitions
Newmark2005,def_public_employees_as_lobbyists,public employees as lobbyists,definitions
Newmark2005,def_compensation_standard,compensation standard,definitions
Newmark2005,def_expenditure_standard,expenditure standard,definitions
Newmark2005,def_time_standard,time standard,definitions
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),frequency of reporting
Newmark2005,prohib_campaign_contrib_any_time,campaign contributions at any time,prohibited activities
Newmark2005,prohib_campaign_contrib_during_session,campaign contributions during the legislative session,prohibited activities
Newmark2005,prohib_expenditures_over_threshold,expenditures in excess of a certain dollar amount per year,prohibited activities
Newmark2005,prohib_solicitation_by_officials,solicitation by officials or employees for contributions or gifts,prohibited activities
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,disclosure requirements
Newmark2005,disc_expenditures_benefiting_officials,expenditures benefiting public officials or employees,disclosure requirements
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,disclosure requirements
Newmark2005,disc_total_compensation,total compensation received,disclosure requirements
Newmark2005,disc_categories_of_expenditures,categories of expenditures,disclosure requirements
Newmark2005,disc_total_expenditures,total expenditures,disclosure requirements
Newmark2017,def.legislative_lobbying,Legislative lobbying necessitates registering as a lobbyist,Definitions of lobbyists and registration requirements
Newmark2017,def.administrative_agency_lobbying,Administrative agency lobbying necessitates registering as a lobbyist,Definitions of lobbyists and registration requirements
Newmark2017,def.elective_officials_as_lobbyists,Elective officials are defined as lobbyists if engaged in lobbying-related behaviors,Definitions of lobbyists and registration requirements
Newmark2017,def.public_employees_as_lobbyists,Public employees are defined as lobbyists if engaged in lobbying-related behaviors,Definitions of lobbyists and registration requirements
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),Definitions of lobbyists and registration requirements
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),Definitions of lobbyists and registration requirements
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),Definitions of lobbyists and registration requirements
Newmark2017,prohib.contributions_anytime,Lobbyists prohibited from making campaign contributions at any time,Prohibited activities
Newmark2017,prohib.contributions_during_session,Lobbyists prohibited from making campaign contributions during legislative sessions,Prohibited activities
Newmark2017,prohib.solicitation_by_officials,Solicitation by officials or employees for contributions or gifts is prohibited,Prohibited activities
Newmark2017,prohib.contingent_compensation,Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective),Prohibited activities
Newmark2017,prohib.revolving_door,Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period),Prohibited activities
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,Registration and reporting/disclosure requirements
Newmark2017,disclosure.expenditures_benefiting_officials,Disclosure required: expenditures benefiting public officials or employees,Registration and reporting/disclosure requirements
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,Registration and reporting/disclosure requirements
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,Registration and reporting/disclosure requirements
Newmark2017,disclosure.categories_of_expenditures,Disclosure required: categories of expenditures,Registration and reporting/disclosure requirements
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,Registration and reporting/disclosure requirements
Newmark2017,disclosure.contributions_from_others,Disclosure required: contributions received from others for lobbying purposes,Registration and reporting/disclosure requirements
OpenSecrets,lobbyist_client_disclosure,"Who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred)",1. Who is lobbying and who is paying for it?
OpenSecrets,lobbyist_compensation_disclosure,How much are lobbyists getting paid (compensation paid to lobbyists by clients),2. How much are lobbyists getting paid?
OpenSecrets,timely_disclosure,Is there timely disclosure (frequency/timing of lobbying activity reports),3. Is there timely disclosure?
OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",4. How easily can the public access disclosed information?
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,4. How easily can the public access disclosed information? (sub-facet a)
OpenSecrets,public_avail_downloads,Availability of downloadable data from the state lobbying disclosure website,4. How easily can the public access disclosed information? (sub-facet b)
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,4. How easily can the public access disclosed information? (sub-facet c)
Opheim,def.legislative_lobbying,legislative lobbying as a criterion for definition,Statutory definition of a lobbyist
Opheim,def.administrative_lobbying,administrative lobbying as a criterion for definition,Statutory definition of a lobbyist
Opheim,def.elective_officials,elective officials designated as lobbyists,Statutory definition of a lobbyist
Opheim,def.public_employees,public employees designated as lobbyists,Statutory definition of a lobbyist
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,Statutory definition of a lobbyist
Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,Statutory definition of a lobbyist
Opheim,def.time_standard,specific time standard to delineate lobbying activity,Statutory definition of a lobbyist
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,Frequency and quality of disclosure
Opheim,disclosure.total_spending,lobbyist's total spending,Frequency and quality of disclosure
Opheim,disclosure.spending_by_category,spending by category,Frequency and quality of disclosure
Opheim,disclosure.expenditures_benefitting_public_employees,expenditures benefitting public employees including gifts,Frequency and quality of disclosure
Opheim,disclosure.legislation_supported_or_opposed,legislation approved or opposed by the lobbyist,Frequency and quality of disclosure
Opheim,disclosure.sources_of_income,sources of income,Frequency and quality of disclosure
Opheim,disclosure.total_income,total income,Frequency and quality of disclosure
Opheim,disclosure.other_influence_peddling_or_conflict_of_interest,other activities that might constitute influence peddling or conflict of interest,Frequency and quality of disclosure
Opheim,enforce.thoroughness_of_reviews,thoroughness of reviews of lobby reports by oversight agency,Oversight and enforcement of regulations
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,Oversight and enforcement of regulations
Opheim,enforce.subpoena_records,subpoena records,Oversight and enforcement of regulations
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,Oversight and enforcement of regulations
Opheim,enforce.impose_administrative_fines,impose administrative fines,Oversight and enforcement of regulations
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,Oversight and enforcement of regulations
Opheim,enforce.file_independent_court_actions,file independent court actions,Oversight and enforcement of regulations
SOMO,aspect.1,Transparency: are the Ministry and banks transparent enough to protect citizens' right to know?,ASSESSMENT ASPECTS (chapter framing)
SOMO,aspect.2,Openness to citizen input: are there sufficient opportunities for citizens to provide input into the financial legislative process to protect their right to be heard?,ASSESSMENT ASPECTS (chapter framing)
SOMO,aspect.3,"Equality of access: how is bank lobbying organised, does it result in privileged access and undue influence, and is there equality of access for citizens and civil society?",ASSESSMENT ASPECTS (chapter framing)
SOMO,aspect.4,"Balance and public interest: how are citizen interests and financial-sector interests weighed, and is the public interest protected?",ASSESSMENT ASPECTS (chapter framing)
SOMO,aspect.5,"Accountability: is there information and debate about ministerial decisions, and how accountable are the banks for their lobbying positions and activities?",ASSESSMENT ASPECTS (chapter framing)
SOMO,gov.binding.1,Legally binding regulations should be introduced by national law to ensure equity among different stakeholders and citizens.,GOV > Legally binding regulations
SOMO,gov.binding.2,Creation of a mandatory Transparency Register with a code of conduct.,GOV > Legally binding regulations
SOMO,gov.binding.3,Implementation of a comprehensive legislative footprint (lobby paragraaf).,GOV > Legally binding regulations
SOMO,gov.binding.4,Establishing guidelines for all civil servants and ministers on dealing with lobbyists.,GOV > Legally binding regulations
SOMO,gov.binding.5,Transparency about Ministers' official diary.,GOV > Legally binding regulations
SOMO,gov.binding.6,Guidance for improving the balanced weighing of different interests with special attention to the public interest and the interests of citizens.,GOV > Legally binding regulations
SOMO,gov.righttoknow.footprint.1,"Mandatory comprehensive legislative footprint included in the Memorie van Toelichting accompanying the official internet consultation, clarifying external inputs received before consultation.",GOV > Be transparent (right to know)
SOMO,gov.righttoknow.footprint.2,"Footprint is comprehensive when sent to Parliament with policy papers / final legislative proposals, covering all formal and informal inputs (not only consultation responses).",GOV > Be transparent (right to know)
SOMO,gov.righttoknow.footprint.3,"Footprint explains how the Ministry has taken into account all formal and informal interactions and how the range of interests were balanced, including underrepresented interests.",GOV > Be transparent (right to know)
SOMO,gov.righttoknow.footprint.4,Footprint based on renewed legislative drafting guidelines (aanwijzingen) ensuring fullest possible transparency without compromising whistle-blower access.,GOV > Be transparent (right to know)
SOMO,gov.righttoknow.announce.1,"Public announcements about legislation as it is being developed (e.g. dedicated webpage with summary, monthly-updated list of external inputs received, links to consultation submissions) — a 'living legislative footprint'.",GOV > Be transparent (right to know)
SOMO,gov.righttoknow.diary.1,"Decision-makers (Ministers, Deputy Ministers, Director-Generals, senior officials) publish diaries that announce as many meetings/events as possible a week ahead.",GOV > Be transparent (right to know)
SOMO,gov.righttoknow.diary.2,"Maintain a detailed website archive of professional meetings/events with external parties, recording date, organisation/individuals attending, subjects covered, documents received before/during/after, location, links to speeches, and use of social media.",GOV > Be transparent (right to know)
SOMO,gov.righttobeheard.consult.1,Improve public internet consultations by including questions accessible and comprehensible to citizens and non-profit organisations.,GOV > Protect the right to be heard
SOMO,gov.righttobeheard.consult.2,"Consultation questions address the aim and desired effect of legislation, not only technicalities.",GOV > Protect the right to be heard
SOMO,gov.righttobeheard.consult.3,"Widespread and targeted publicity of consultations to reach diverse potential interest groups, with resources allocated for outreach.",GOV > Protect the right to be heard
SOMO,gov.righttobeheard.access.1,Information about upcoming legislation is easier for citizens to find.,GOV > Protect the right to be heard
SOMO,gov.righttobeheard.access.2,Ministry is more accessible for citizens to ask questions about upcoming legislation.,GOV > Protect the right to be heard
SOMO,gov.righttobeheard.access.3,More interactive channels for citizens to give input.,GOV > Protect the right to be heard
SOMO,gov.righttobeheard.access.4,Dedicated staff (e.g. Ministry spokesperson) for relations with non-financial stakeholders and citizens.,GOV > Protect the right to be heard
SOMO,gov.integrity.register.1,Mandatory comprehensive Transparency Register used jointly by ministries and parliament; non-subscribers may not lobby officials (waivers for occasional visits and citizens).,GOV > Protect integrity of legislative process
SOMO,gov.integrity.register.2,Subscribers automatically subscribe to a code of conduct defined by government in consultation with stakeholders.,GOV > Protect integrity of legislative process
