paper,indicator_id,indicator_text,section,blob,topics,ntopics
CPI_2015,C12,State pension fund management,13_categories,state pension fund management 13_categories,[],0
CPI_2015,C13,Ethics enforcement agencies,13_categories,ethics enforcement agencies 13_categories,[],0
CPI_2015,Q_LA1,"Whether lawmakers are required to file financial interest disclosures, and also whether they are complete and detailed",Legislative accountability,"whether lawmakers are required to file financial interest disclosures, and also whether they are complete and detailed legislative accountability",['disc_business_assoc'],1
CPI_2015,Q_AI1,Whether citizens actually receive responses to their requests swiftly and at reasonable cost,Public access to information,whether citizens actually receive responses to their requests swiftly and at reasonable cost public access to information,[],0
CPI_2015,Q_OD,Whether governments are meeting open data principles (per-category sub-questions),Cross-cutting (added in 2015),whether governments are meeting open data principles (per-category sub-questions) cross-cutting (added in 2015),['access_bulk'],1
Carnstone,carnstone_1_1,"Responsible lobbying must consider the wider public interest, not only an organisation's needs narrowly defined; it should respect the interests and needs of people, communities and the environment, and lobbyists should be able to present a public interest case for their positions.",LEGITIMACY,"responsible lobbying must consider the wider public interest, not only an organisation's needs narrowly defined; it should respect the interests and needs of people, communities and the environment, and lobbyists should be able to present a public interest case for their positions. legitimacy","['disc_position', 'penalties']",2
Carnstone,carnstone_1_2,"Responsible lobbying should support an evidence-based approach to policy making, clearly respecting independent, peer-reviewed science.",LEGITIMACY,"responsible lobbying should support an evidence-based approach to policy making, clearly respecting independent, peer-reviewed science. legitimacy",[],0
Carnstone,carnstone_1_3,"Responsible lobbying must respect and not undermine existing public policy / human rights frameworks developed by international agencies, national and/or sub-national governments, and standard-setting bodies.",LEGITIMACY,"responsible lobbying must respect and not undermine existing public policy / human rights frameworks developed by international agencies, national and/or sub-national governments, and standard-setting bodies. legitimacy",[],0
Carnstone,carnstone_1_4,"Political donations should at best be avoided; if made, they should be fully and transparently disclosed.",LEGITIMACY,"political donations should at best be avoided; if made, they should be fully and transparently disclosed. legitimacy",['disc_camp_contrib'],1
Carnstone,carnstone_1_5,Conflicts of interest should be identified and disclosed with clear policies in place — including credible dispute resolution — to manage them.,LEGITIMACY,conflicts of interest should be identified and disclosed with clear policies in place — including credible dispute resolution — to manage them. legitimacy,[],0
Carnstone,carnstone_1_6,"The lobbying organisation should have clear codes of conduct to prevent bribery and corruption in its relations with public officials, including the offering and receiving of gifts, hospitality or other financial and in-kind incentives; codes apply to all in-house and intermediary lobbyists.",LEGITIMACY,"the lobbying organisation should have clear codes of conduct to prevent bribery and corruption in its relations with public officials, including the offering and receiving of gifts, hospitality or other financial and in-kind incentives; codes apply to all in-house and intermediary lobbyists. legitimacy",['disc_gifts'],1
Carnstone,carnstone_1_7,"Policies and processes for managing the ""revolving door"" should be in place, covering the hiring of former politicians and public officials, secondments or placement of staff into public sectors, and cooling-off periods where needed.",LEGITIMACY,"policies and processes for managing the ""revolving door"" should be in place, covering the hiring of former politicians and public officials, secondments or placement of staff into public sectors, and cooling-off periods where needed. legitimacy","['disc_revolving', 'proh_revolving']",2
Carnstone,carnstone_2_1,"Disclose the nature of all direct and intermediary lobbying (paid or unpaid), including: identity of lobbyists engaged; identity of public sector officials engaged; issues addressed; outcomes sought; positions on sub-national, national and international policy frameworks; frequency of engagement; and ultimate beneficiaries.",TRANSPARENCY,"disclose the nature of all direct and intermediary lobbying (paid or unpaid), including: identity of lobbyists engaged; identity of public sector officials engaged; issues addressed; outcomes sought; positions on sub-national, national and international policy frameworks; frequency of engagement; and ultimate beneficiaries. transparency","['reg_lobbyist_id', 'disc_subject']",2
Carnstone,carnstone_2_2,"Disclose the monetary value of: spend on direct lobbying (including spend on intermediary lobbyists, paid or unpaid); spend on third-party organisation memberships (including the lobbying portion); and political donations (including in-kind), consistent with national frameworks.",TRANSPARENCY,"disclose the monetary value of: spend on direct lobbying (including spend on intermediary lobbyists, paid or unpaid); spend on third-party organisation memberships (including the lobbying portion); and political donations (including in-kind), consistent with national frameworks. transparency","['reg_org_subsidiary', 'disc_gifts', 'disc_camp_contrib']",3
Carnstone,carnstone_2_3,"Disclose any materials shared with public sector recipients as part of lobbying activity, excluding commercially sensitive materials.",TRANSPARENCY,"disclose any materials shared with public sector recipients as part of lobbying activity, excluding commercially sensitive materials. transparency",['def_what_lobbying'],1
Carnstone,carnstone_2_4,"Disclose the full list of third-party organisation memberships, including board seats held.",TRANSPARENCY,"disclose the full list of third-party organisation memberships, including board seats held. transparency","['reg_org_subsidiary', 'disc_business_assoc']",2
Carnstone,carnstone_2_5,"Disclose policies, processes and approaches, and results of accountability mechanisms such as periodic audits, referenced under other Principles of this Framework.",TRANSPARENCY,"disclose policies, processes and approaches, and results of accountability mechanisms such as periodic audits, referenced under other principles of this framework. transparency",['enforce_audits'],1
Carnstone,carnstone_2_a,"All disclosures should be made at least annually following reporting cycles, ideally quarterly.",TRANSPARENCY,"all disclosures should be made at least annually following reporting cycles, ideally quarterly. transparency",['freq_cadence'],1
Carnstone,carnstone_2_b,"All disclosures should be publicly available in an easily accessible and identifiable location on the organisation's website, and where relevant promptly made available to public sector officials lobbied.",TRANSPARENCY,"all disclosures should be publicly available in an easily accessible and identifiable location on the organisation's website, and where relevant promptly made available to public sector officials lobbied. transparency","['disc_govt_targets', 'timeliness', 'access_online']",3
Carnstone,carnstone_2_c,"All disclosures should be compiled in a dedicated report, report section or webpage, providing a total view of the organisation's material activities and issues, nationally and globally.",TRANSPARENCY,"all disclosures should be compiled in a dedicated report, report section or webpage, providing a total view of the organisation's material activities and issues, nationally and globally. transparency",[],0
Carnstone,carnstone_3_1,"Responsible lobbyists will have controls over third-party membership organisations (such as trade associations): processes to identify positions across all geographies (taking into account credible media reports), and processes to review and proactively manage relationships, with clear escalation steps in cases of misalignment up to withdrawal.",CONSISTENCY,"responsible lobbyists will have controls over third-party membership organisations (such as trade associations): processes to identify positions across all geographies (taking into account credible media reports), and processes to review and proactively manage relationships, with clear escalation steps in cases of misalignment up to withdrawal. consistency",['reg_org_subsidiary'],1
Carnstone,carnstone_3_2,"Have controls over all lobbyists (in-house and intermediary, paid or unpaid) to ensure they understand and adhere to organisational policies — through codes of conduct, training, and regular performance assessment — with substantial public sanctions for those who contravene policies.",CONSISTENCY,"have controls over all lobbyists (in-house and intermediary, paid or unpaid) to ensure they understand and adhere to organisational policies — through codes of conduct, training, and regular performance assessment — with substantial public sanctions for those who contravene policies. consistency","['penalties', 'training']",2
Carnstone,carnstone_4_1,"There will be external stakeholder involvement in lobbying — for example stakeholder partners may be involved in setting lobbying positions, agreeing lobbying strategy, and reviewing performance.",ACCOUNTABILITY,"there will be external stakeholder involvement in lobbying — for example stakeholder partners may be involved in setting lobbying positions, agreeing lobbying strategy, and reviewing performance. accountability",[],0
Carnstone,carnstone_4_2,"Support for and adherence to national laws, standards and any national codes of conduct for lobbyists, with any illegal and unethical activity duly reported to relevant legal or oversight authorities.",ACCOUNTABILITY,"support for and adherence to national laws, standards and any national codes of conduct for lobbyists, with any illegal and unethical activity duly reported to relevant legal or oversight authorities. accountability",[],0
Carnstone,carnstone_4_3,"The organisation's Board to have clear oversight of lobbying policy positions, the lobbying processes and practices of the organisation itself, of intermediary lobbyists (paid or unpaid), and of the lobbying activity of third-party organisations it is a member of.",ACCOUNTABILITY,"the organisation's board to have clear oversight of lobbying policy positions, the lobbying processes and practices of the organisation itself, of intermediary lobbyists (paid or unpaid), and of the lobbying activity of third-party organisations it is a member of. accountability","['def_what_lobbying', 'reg_org_subsidiary']",2
Carnstone,carnstone_4_4,"Periodic audits, the results of which should inform policies and be publicly reported, of: all public disclosures (for accuracy and completeness); all lobbying activities (for alignment); and controls over third-party membership organisations or intermediary lobbyists (for effectiveness).",ACCOUNTABILITY,"periodic audits, the results of which should inform policies and be publicly reported, of: all public disclosures (for accuracy and completeness); all lobbying activities (for alignment); and controls over third-party membership organisations or intermediary lobbyists (for effectiveness). accountability","['reg_org_subsidiary', 'enforce_audits']",2
Carnstone,carnstone_4_5,"Internal whistleblowing mechanisms, offering all employees the chance to raise anonymously any concerns or breaches of the organisation's lobbying policies and codes of conduct, or illegal/unethical lobbying activity.",ACCOUNTABILITY,"internal whistleblowing mechanisms, offering all employees the chance to raise anonymously any concerns or breaches of the organisation's lobbying policies and codes of conduct, or illegal/unethical lobbying activity. accountability",['def_what_lobbying'],1
Carnstone,carnstone_5_1,"Respect and safeguard the opportunity for interest groups to lobby — for example, not spending disproportionate resources on lobbying to crowd out other interests, regardless of legal caps on political donations.",OPPORTUNITY,"respect and safeguard the opportunity for interest groups to lobby — for example, not spending disproportionate resources on lobbying to crowd out other interests, regardless of legal caps on political donations. opportunity",['disc_camp_contrib'],1
Carnstone,carnstone_5_2,"Pursue opportunities for multi-stakeholder partnerships, including companies and CSOs, to lobby together where a common position that supports key public interest outcomes can be found.",OPPORTUNITY,"pursue opportunities for multi-stakeholder partnerships, including companies and csos, to lobby together where a common position that supports key public interest outcomes can be found. opportunity",['disc_business_assoc'],1
Carnstone,carnstone_5_3,Cooperation between companies and CSOs to promote and support higher transparency and accountability standards from governments.,OPPORTUNITY,cooperation between companies and csos to promote and support higher transparency and accountability standards from governments. opportunity,[],0
CouncilEurope,def_a,lobbying means promoting specific interests by communication with a public official as part of a structured and organised action aimed at influencing public decision making.,Definitions,lobbying means promoting specific interests by communication with a public official as part of a structured and organised action aimed at influencing public decision making. definitions,['def_what_lobbying'],1
CouncilEurope,def_b,lobbyist means any natural or legal person who engages in lobbying.,Definitions,lobbyist means any natural or legal person who engages in lobbying. definitions,['def_who_lobbies'],1
CouncilEurope,def_c,"public decision making means decision making within the legislative and executive branches, whether at national, regional or local level.",Definitions,"public decision making means decision making within the legislative and executive branches, whether at national, regional or local level. definitions",['def_what_lobbying'],1
CouncilEurope,def_d,"public official means any person exercising a public function, whether elected, employed or otherwise, in the legislative or executive branches.",Definitions,"public official means any person exercising a public function, whether elected, employed or otherwise, in the legislative or executive branches. definitions",[],0
CouncilEurope,def_e,"legal regulation means statutory regulation, a system of self-regulation or a combination of both.",Definitions,"legal regulation means statutory regulation, a system of self-regulation or a combination of both. definitions",[],0
CouncilEurope,P1,Legal regulation of lobbying should promote the transparency of lobbying activities.,A. Objective of legal regulation,legal regulation of lobbying should promote the transparency of lobbying activities. a. objective of legal regulation,[],0
CouncilEurope,P2_a,Consultant lobbyists acting on behalf of a third party should be subject to legal regulation.,B. Activities subject to legal regulation,consultant lobbyists acting on behalf of a third party should be subject to legal regulation. b. activities subject to legal regulation,[],0
CouncilEurope,P2_b,In-house lobbyists acting on behalf of their employer should be subject to legal regulation.,B. Activities subject to legal regulation,in-house lobbyists acting on behalf of their employer should be subject to legal regulation. b. activities subject to legal regulation,['reg_org_subsidiary'],1
CouncilEurope,P2_c,Organisations or bodies representing professional or other sectoral interests should be subject to legal regulation.,B. Activities subject to legal regulation,organisations or bodies representing professional or other sectoral interests should be subject to legal regulation. b. activities subject to legal regulation,[],0
CouncilEurope,P3,Exemptions to legal regulations on lobbying should be clearly defined and justified.,B. Activities subject to legal regulation,exemptions to legal regulations on lobbying should be clearly defined and justified. b. activities subject to legal regulation,['penalties'],1
CouncilEurope,P4_a,"Legal regulation of lobbying should not infringe the right of individuals to express their opinions and petition public officials, bodies and institutions, whether individually or collectively.","C. Freedom of expression, political activities and participation in public life","legal regulation of lobbying should not infringe the right of individuals to express their opinions and petition public officials, bodies and institutions, whether individually or collectively. c. freedom of expression, political activities and participation in public life",[],0
CouncilEurope,P4_b,"Legal regulation of lobbying should not infringe the right of individuals to campaign for political change and change in legislation, policy or practice within the framework of legitimate political activities, individually or collectively.","C. Freedom of expression, political activities and participation in public life","legal regulation of lobbying should not infringe the right of individuals to campaign for political change and change in legislation, policy or practice within the framework of legitimate political activities, individually or collectively. c. freedom of expression, political activities and participation in public life",[],0
CouncilEurope,P5,Information on lobbying activities in the context of public decision-making processes should be disclosed.,D. Transparency,information on lobbying activities in the context of public decision-making processes should be disclosed. d. transparency,['def_what_lobbying'],1
CouncilEurope,P6,The rules on disclosure should be proportionate to the importance of the subject matter of the public decision-making process and should reflect constitutional guarantees.,D. Transparency,the rules on disclosure should be proportionate to the importance of the subject matter of the public decision-making process and should reflect constitutional guarantees. d. transparency,"['def_what_lobbying', 'disc_subject']",2
CouncilEurope,P7,A register of lobbyists should be maintained by public authorities or other designated bodies.,E. Public registers of lobbyists,a register of lobbyists should be maintained by public authorities or other designated bodies. e. public registers of lobbyists,['reg_register'],1
CouncilEurope,P8,Information held in the register should be of a declaratory character. Lobbyists should be responsible for ensuring the information is accurate and up to date.,E. Public registers of lobbyists,information held in the register should be of a declaratory character. lobbyists should be responsible for ensuring the information is accurate and up to date. e. public registers of lobbyists,['timeliness'],1
CouncilEurope,P9,"The register should be easily accessible and user-friendly. It should be available online with easy-to-use search facilities, open to the public, and consultation should be free of charge.",E. Public registers of lobbyists,"the register should be easily accessible and user-friendly. it should be available online with easy-to-use search facilities, open to the public, and consultation should be free of charge. e. public registers of lobbyists","['access_online', 'access_searchable', 'access_free']",3
CouncilEurope,P10,The processing of personal data from the register should comply with applicable standards on personal data protection.,E. Public registers of lobbyists,the processing of personal data from the register should comply with applicable standards on personal data protection. e. public registers of lobbyists,[],0
CouncilEurope,P11_a,The register should include as a minimum the name and contact details of the lobbyist.,E. Public registers of lobbyists,the register should include as a minimum the name and contact details of the lobbyist. e. public registers of lobbyists,[],0
CouncilEurope,P11_b,The register should include as a minimum the subject matter of the lobbying activities.,E. Public registers of lobbyists,the register should include as a minimum the subject matter of the lobbying activities. e. public registers of lobbyists,['disc_subject'],1
CouncilEurope,P11_c,"The register should include as a minimum the identity of the client or employer, where applicable.",E. Public registers of lobbyists,"the register should include as a minimum the identity of the client or employer, where applicable. e. public registers of lobbyists",[],0
CouncilEurope,P12,"In order to further promote transparency, registers may include additional information in accordance with national conditions and requirements.",E. Public registers of lobbyists,"in order to further promote transparency, registers may include additional information in accordance with national conditions and requirements. e. public registers of lobbyists",[],0
CouncilEurope,P13,"Where a member State can demonstrate that alternative mechanisms guarantee public access to information on lobbying activities and ensure equivalent levels of accessibility and transparency, it may be considered that the requirement for a public register is satisfied.",E. Public registers of lobbyists,"where a member state can demonstrate that alternative mechanisms guarantee public access to information on lobbying activities and ensure equivalent levels of accessibility and transparency, it may be considered that the requirement for a public register is satisfied. e. public registers of lobbyists","['reg_org_subsidiary', 'disc_position']",2
CouncilEurope,P14,"Lobbyists should be guided by the principles of openness, transparency, honesty and integrity.",F. Standards of ethical behaviour for lobbyists,"lobbyists should be guided by the principles of openness, transparency, honesty and integrity. f. standards of ethical behaviour for lobbyists",[],0
CouncilEurope,P14_a,Lobbyists should be expected to provide accurate and correct information on their lobbying assignment to the public official concerned.,F. Standards of ethical behaviour for lobbyists,lobbyists should be expected to provide accurate and correct information on their lobbying assignment to the public official concerned. f. standards of ethical behaviour for lobbyists,[],0
CouncilEurope,P14_b,Lobbyists should be expected to act honestly and in good faith in relation to the lobbying assignment and in all contact with public officials.,F. Standards of ethical behaviour for lobbyists,lobbyists should be expected to act honestly and in good faith in relation to the lobbying assignment and in all contact with public officials. f. standards of ethical behaviour for lobbyists,[],0
CouncilEurope,P14_c,Lobbyists should be expected to refrain from undue and improper influence over public officials and the public decision-making process.,F. Standards of ethical behaviour for lobbyists,lobbyists should be expected to refrain from undue and improper influence over public officials and the public decision-making process. f. standards of ethical behaviour for lobbyists,['def_what_lobbying'],1
CouncilEurope,P14_d,Lobbyists should be expected to avoid conflicts of interest.,F. Standards of ethical behaviour for lobbyists,lobbyists should be expected to avoid conflicts of interest. f. standards of ethical behaviour for lobbyists,[],0
CouncilEurope,P15,"Legal regulations on lobbying should contain sanctions for non-compliance. These sanctions should be effective, proportionate and dissuasive.",G. Sanctions,"legal regulations on lobbying should contain sanctions for non-compliance. these sanctions should be effective, proportionate and dissuasive. g. sanctions",['penalties'],1
CouncilEurope,P16,Appropriate measures tailored to national circumstances should be in place in order to avoid risks to public sector integrity that might be created by lobbying activities.,H. Public sector integrity,appropriate measures tailored to national circumstances should be in place in order to avoid risks to public sector integrity that might be created by lobbying activities. h. public sector integrity,['disc_position'],1
CouncilEurope,P17_a,"Measures could include a ""cooling-off"" period before either a public official may become a lobbyist after leaving public employment or office, or a lobbyist may become a public official after ceasing lobbying activities.",H. Public sector integrity,"measures could include a ""cooling-off"" period before either a public official may become a lobbyist after leaving public employment or office, or a lobbyist may become a public official after ceasing lobbying activities. h. public sector integrity",['disc_revolving'],1
CouncilEurope,P17_b_gifts,Measures could include guidance to public officials concerning refusing or disclosing the receipt of gifts and hospitality offered by a lobbyist.,H. Public sector integrity,measures could include guidance to public officials concerning refusing or disclosing the receipt of gifts and hospitality offered by a lobbyist. h. public sector integrity,"['disc_gifts', 'training']",2
CouncilEurope,P17_b_communications,Measures could include guidance to public officials concerning how to respond to communications from lobbyists.,H. Public sector integrity,measures could include guidance to public officials concerning how to respond to communications from lobbyists. h. public sector integrity,['training'],1
CouncilEurope,P17_b_violations,Measures could include guidance to public officials concerning reporting violations of the regulations or rules of conduct on lobbying activities.,H. Public sector integrity,measures could include guidance to public officials concerning reporting violations of the regulations or rules of conduct on lobbying activities. h. public sector integrity,['training'],1
CouncilEurope,P17_b_coi,Measures could include guidance to public officials concerning disclosing conflicts of interest.,H. Public sector integrity,measures could include guidance to public officials concerning disclosing conflicts of interest. h. public sector integrity,['training'],1
CouncilEurope,P17_b_confidentiality,Measures could include guidance to public officials concerning preserving the confidentiality of data.,H. Public sector integrity,measures could include guidance to public officials concerning preserving the confidentiality of data. h. public sector integrity,['training'],1
CouncilEurope,P18,Oversight of the regulations on lobbying activities should be entrusted to designated public authorities.,"I. Oversight, advice and awareness","oversight of the regulations on lobbying activities should be entrusted to designated public authorities. i. oversight, advice and awareness",[],0
CouncilEurope,P19_a,Oversight may include monitoring compliance with the regulations.,"I. Oversight, advice and awareness","oversight may include monitoring compliance with the regulations. i. oversight, advice and awareness",[],0
CouncilEurope,P19_b,Oversight may include providing guidance to lobbyists and public officials on the application of the regulations.,"I. Oversight, advice and awareness","oversight may include providing guidance to lobbyists and public officials on the application of the regulations. i. oversight, advice and awareness",['training'],1
CouncilEurope,P19_c,"Oversight may include raising awareness among lobbyists, public officials and the public.","I. Oversight, advice and awareness","oversight may include raising awareness among lobbyists, public officials and the public. i. oversight, advice and awareness",[],0
CouncilEurope,P20,The framework for the legal regulation of lobbying activities should be kept under review.,J. Review,the framework for the legal regulation of lobbying activities should be kept under review. j. review,[],0
FOCAL,scope.1,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees",Scope: The scope of what is included and excluded from the register,"the following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees scope: the scope of what is included and excluded from the register","['reg_org_subsidiary', 'access_searchable']",2
FOCAL,scope.2,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration,Scope: The scope of what is included and excluded from the register,there is no (or low) financial or time threshold to qualify/exempt lobbyists from registration scope: the scope of what is included and excluded from the register,"['def_threshold_money', 'def_threshold_time']",2
FOCAL,scope.3,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy",Scope: The scope of what is included and excluded from the register,"the following are included as targets of lobbying: legislative branches, executive branch officials, ministers, deputy ministers, members of parliament, director-generals and senior officials, staff, administrative branch/bureaucracy scope: the scope of what is included and excluded from the register","['reg_org_subsidiary', 'disc_govt_targets']",2
FOCAL,scope.4,"A wide breadth of activities are included, eg, oral, written, electronic, virtual communications; organising meetings for others; events; phone calls and emails",Scope: The scope of what is included and excluded from the register,"a wide breadth of activities are included, eg, oral, written, electronic, virtual communications; organising meetings for others; events; phone calls and emails scope: the scope of what is included and excluded from the register",[],0
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",Timeliness: The frequency of lobbying disclosures,"changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily) timeliness: the frequency of lobbying disclosures",[],0
FOCAL,timeliness.2,"Lobbying activities are disclosed close to real time (eg, daily)",Timeliness: The frequency of lobbying disclosures,"lobbying activities are disclosed close to real time (eg, daily) timeliness: the frequency of lobbying disclosures",[],0
FOCAL,timeliness.3,Ministerial diaries are disclosed monthly (or more frequently),Timeliness: The frequency of lobbying disclosures,ministerial diaries are disclosed monthly (or more frequently) timeliness: the frequency of lobbying disclosures,[],0
FOCAL,openness.1,Lobbyist register is online,Openness: How easy it is to find and use information in the register,lobbyist register is online openness: how easy it is to find and use information in the register,[],0
FOCAL,openness.2,"Diaries available online (eg, lobbyists, ministers, ministerial staff)",Openness: How easy it is to find and use information in the register,"diaries available online (eg, lobbyists, ministers, ministerial staff) openness: how easy it is to find and use information in the register",['access_online'],1
FOCAL,openness.3,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable",Openness: How easy it is to find and use information in the register,"available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, csv, not excel), machine readable openness: how easy it is to find and use information in the register",['access_bulk'],1
FOCAL,openness.4,"Downloadable (eg, as files, database)",Openness: How easy it is to find and use information in the register,"downloadable (eg, as files, database) openness: how easy it is to find and use information in the register",['access_bulk'],1
FOCAL,openness.5,"Searchable, simultaneous sorting with multiple criteria",Openness: How easy it is to find and use information in the register,"searchable, simultaneous sorting with multiple criteria openness: how easy it is to find and use information in the register",['access_searchable'],1
FOCAL,openness.6,"Unique identifiers (eg, for lobbyists, individuals, organisations)",Openness: How easy it is to find and use information in the register,"unique identifiers (eg, for lobbyists, individuals, organisations) openness: how easy it is to find and use information in the register",[],0
FOCAL,openness.7,"Linked or interconnected data (to other datasets, eg, campaign financing)",Openness: How easy it is to find and use information in the register,"linked or interconnected data (to other datasets, eg, campaign financing) openness: how easy it is to find and use information in the register",['access_bulk'],1
FOCAL,openness.8,Historical data in lobbyist register is archived and published; downloadable,Openness: How easy it is to find and use information in the register,historical data in lobbyist register is archived and published; downloadable openness: how easy it is to find and use information in the register,['access_bulk'],1
FOCAL,openness.9,Changes or updates documented with a flagging system,Openness: How easy it is to find and use information in the register,changes or updates documented with a flagging system openness: how easy it is to find and use information in the register,[],0
FOCAL,descriptors.1,"Full names of lobbyists/organisations, (not abbreviations or ambiguous names)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying,"full names of lobbyists/organisations, (not abbreviations or ambiguous names) descriptors: descriptions and identifying elements of the individuals and organisations involved in lobbying",['reg_lobbyist_id'],1
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying,"contact details provided (eg, address, telephone and/or website) descriptors: descriptions and identifying elements of the individuals and organisations involved in lobbying",['access_online'],1
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying,"legal form (eg, public, private, not-for-profit, ngo, government) descriptors: descriptions and identifying elements of the individuals and organisations involved in lobbying",[],0
FOCAL,descriptors.4,Company registration number,Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying,company registration number descriptors: descriptions and identifying elements of the individuals and organisations involved in lobbying,[],0
FOCAL,descriptors.5,"Sector (eg, transport, energy), sub sector",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying,"sector (eg, transport, energy), sub sector descriptors: descriptions and identifying elements of the individuals and organisations involved in lobbying",[],0
FOCAL,descriptors.6,"Type of lobbyist contract (eg, salaried staff, contracted)",Descriptors: Descriptions and identifying elements of the individuals and organisations involved in lobbying,"type of lobbyist contract (eg, salaried staff, contracted) descriptors: descriptions and identifying elements of the individuals and organisations involved in lobbying",[],0
FOCAL,revolving_door.1,"List of all prior public offices that lobbyists have held, dates when left office",Revolving door: The movement between public and private sector employment,"list of all prior public offices that lobbyists have held, dates when left office revolving door: the movement between public and private sector employment",['disc_revolving'],1
FOCAL,revolving_door.2,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)",Revolving door: The movement between public and private sector employment,"database of public officials who are subject to a ban on lobbying (eg, cooling off period) revolving door: the movement between public and private sector employment","['disc_revolving', 'proh_revolving']",2
FOCAL,relationships.1,Client list (for all consultant lobbyists and firms),Relationships: The connections between the different actors involved in or benefiting from lobbying,client list (for all consultant lobbyists and firms) relationships: the connections between the different actors involved in or benefiting from lobbying,[],0
FOCAL,relationships.2,Names of all sponsors or members (for associations and representative groups),Relationships: The connections between the different actors involved in or benefiting from lobbying,names of all sponsors or members (for associations and representative groups) relationships: the connections between the different actors involved in or benefiting from lobbying,['reg_org_subsidiary'],1
FOCAL,relationships.3,"List of board seats held (eg, in associations, companies)",Relationships: The connections between the different actors involved in or benefiting from lobbying,"list of board seats held (eg, in associations, companies) relationships: the connections between the different actors involved in or benefiting from lobbying",['disc_business_assoc'],1
FOCAL,relationships.4,"Direct business associations with public officials, candidates or members of their households",Relationships: The connections between the different actors involved in or benefiting from lobbying,"direct business associations with public officials, candidates or members of their households relationships: the connections between the different actors involved in or benefiting from lobbying","['reg_org_subsidiary', 'disc_business_assoc']",2
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),Financials: The flow of money spent and earned through lobbying activities,total lobbying income (for consultant lobbyists/lobby firms) financials: the flow of money spent and earned through lobbying activities,['def_threshold_time'],1
FOCAL,financials.2,Lobbying income per client,Financials: The flow of money spent and earned through lobbying activities,lobbying income per client financials: the flow of money spent and earned through lobbying activities,['def_threshold_time'],1
FOCAL,financials.3,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received",Financials: The flow of money spent and earned through lobbying activities,"income sources (eg, including government agencies, grant-making foundations, companies) and amount received financials: the flow of money spent and earned through lobbying activities",['def_threshold_time'],1
FOCAL,financials.4,Number of lobbyists employed/contracted (total and full-time equivalent),Financials: The flow of money spent and earned through lobbying activities,number of lobbyists employed/contracted (total and full-time equivalent) financials: the flow of money spent and earned through lobbying activities,['def_threshold_time'],1
FOCAL,financials.5,Amount of time spent on lobbying,Financials: The flow of money spent and earned through lobbying activities,amount of time spent on lobbying financials: the flow of money spent and earned through lobbying activities,['def_threshold_time'],1
FOCAL,financials.6,Total lobbying expenditure (both in-house and consulting),Financials: The flow of money spent and earned through lobbying activities,total lobbying expenditure (both in-house and consulting) financials: the flow of money spent and earned through lobbying activities,"['def_threshold_time', 'disc_exp_total']",2
FOCAL,financials.7,Compensated/uncompensated lobbying activities,Financials: The flow of money spent and earned through lobbying activities,compensated/uncompensated lobbying activities financials: the flow of money spent and earned through lobbying activities,['def_threshold_time'],1
FOCAL,financials.8,Expenditure per issue,Financials: The flow of money spent and earned through lobbying activities,expenditure per issue financials: the flow of money spent and earned through lobbying activities,['def_threshold_time'],1
FOCAL,financials.9,"Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)",Financials: The flow of money spent and earned through lobbying activities,"expenditure on membership/sponsorship of organisations that lobby (eg, trade associations) financials: the flow of money spent and earned through lobbying activities","['def_threshold_time', 'reg_org_subsidiary']",2
FOCAL,financials.10,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made",Financials: The flow of money spent and earned through lobbying activities,"expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made financials: the flow of money spent and earned through lobbying activities","['def_threshold_time', 'reg_client', 'disc_gifts']",3
FOCAL,financials.11,"Campaign/political contributions, including in-kind",Financials: The flow of money spent and earned through lobbying activities,"campaign/political contributions, including in-kind financials: the flow of money spent and earned through lobbying activities","['def_threshold_time', 'disc_gifts', 'disc_camp_contrib']",3
